"ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME",
"AKI","Akiak, AK","BET","Bethel, AK",
"AKI","Akiak, AK","TLT","Tuluksak, AK",
"AKI","Akiak, AK","WNA","Napakiak, AK",
"AKI","Akiak, AK","BET","Bethel, AK",
"AKI","Akiak, AK","ANI","Aniak, AK",
"AKI","Akiak, AK","BET","Bethel, AK",
"AKK","Akhiok, AK","ADQ","Kodiak, AK",
"AKK","Akhiok, AK","OLH","Old Harbor, AK",
"AKK","Akhiok, AK","ADQ","Kodiak, AK",
"AKK","Akhiok, AK","OLH","Old Harbor, AK",
"AKK","Akhiok, AK","ADQ","Kodiak, AK",
"AKK","Akhiok, AK","ADQ","Kodiak, AK",
"AKK","Akhiok, AK","OLH","Old Harbor, AK",
"AKK","Akhiok, AK","SKJ","Sitkinak, AK",
"AKK","Akhiok, AK","ADQ","Kodiak, AK",
"AKK","Akhiok, AK","AKK","Akhiok, AK",
"AKN","King Salmon, AK","EGX","Egegik, AK",
"AKN","King Salmon, AK","IGG","Igiugig, AK",
"AKN","King Salmon, AK","KGK","Koliganek, AK",
"AKN","King Salmon, AK","TOG","Togiak, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","LKK","Kulik Lake, AK",
"AKN","King Salmon, AK","ADQ","Kodiak, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","DLG","Dillingham, AK",
"AKN","King Salmon, AK","DUT","Unalaska, AK",
"AKN","King Salmon, AK","ILI","Iliamna, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","DLG","Dillingham, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","DLG","Dillingham, AK",
"AKN","King Salmon, AK","DLG","Dillingham, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","NLG","Nelson Lagoon, AK",
"AKN","King Salmon, AK","DLG","Dillingham, AK",
"AKN","King Salmon, AK","KLL","Levelock, AK",
"AKN","King Salmon, AK","PIP","Pilot Point, AK",
"AKN","King Salmon, AK","PTH","Port Heiden, AK",
"AKN","King Salmon, AK","UGS","Ugashik, AK",
"AKN","King Salmon, AK","WSN","South Naknek, AK",
"AKN","King Salmon, AK","BET","Bethel, AK",
"AKN","King Salmon, AK","DLG","Dillingham, AK",
"AKN","King Salmon, AK","KCG","Chignik Bay, AK",
"AKN","King Salmon, AK","KCL","Chignik Lagoon, AK",
"AKN","King Salmon, AK","KCQ","Chignik, AK",
"AKN","King Salmon, AK","KLL","Levelock, AK",
"AKN","King Salmon, AK","KPV","Perryville, AK",
"AKN","King Salmon, AK","PIP","Pilot Point, AK",
"AKN","King Salmon, AK","PTH","Port Heiden, AK",
"AKN","King Salmon, AK","UGS","Ugashik, AK",
"AKN","King Salmon, AK","WSN","South Naknek, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","ENA","Kenai, AK",
"AKN","King Salmon, AK","CDB","Cold Bay, AK",
"AKN","King Salmon, AK","BET","Bethel, AK",
"AKN","King Salmon, AK","MOU","Mountain Village, AK",
"AKN","King Salmon, AK","ILI","Iliamna, AK",
"AKN","King Salmon, AK","ILI","Iliamna, AK",
"AKN","King Salmon, AK","ILI","Iliamna, AK",
"AKN","King Salmon, AK","DLG","Dillingham, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","DLG","Dillingham, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","HOM","Homer, AK",
"AKP","Anaktuvuk Pass, AK","FAI","Fairbanks, AK",
"AKP","Anaktuvuk Pass, AK","BTI","Barter Island, AK",
"AKP","Anaktuvuk Pass, AK","FAI","Fairbanks, AK",
"AKP","Anaktuvuk Pass, AK","FAI","Fairbanks, AK",
"AKP","Anaktuvuk Pass, AK","BTT","Bettles, AK",
"AKP","Anaktuvuk Pass, AK","CXF","Coldfoot, AK",
"AKP","Anaktuvuk Pass, AK","SCC","Deadhorse, AK",
"AKP","Anaktuvuk Pass, AK","FAI","Fairbanks, AK",
"AKP","Anaktuvuk Pass, AK","BRW","Barrow, AK",
"AKP","Anaktuvuk Pass, AK","FAI","Fairbanks, AK",
"AKP","Anaktuvuk Pass, AK","FAI","Fairbanks, AK",
"AKP","Anaktuvuk Pass, AK","AKP","Anaktuvuk Pass, AK",
"AKP","Anaktuvuk Pass, AK","BTI","Barter Island, AK",
"ALB","Albany, NY","DTW","Detroit, MI",
"ALB","Albany, NY","BOS","Boston, MA",
"ALB","Albany, NY","ATL","Atlanta, GA",
"ALB","Albany, NY","EWR","Newark, NJ",
"ALB","Albany, NY","IAD","Washington, DC",
"ALB","Albany, NY","FLL","Fort Lauderdale, FL",
"ALB","Albany, NY","MCO","Orlando, FL",
"ALB","Albany, NY","SYR","Syracuse, NY",
"ALB","Albany, NY","PHL","Philadelphia, PA",
"ALB","Albany, NY","SDF","Louisville, KY",
"ALB","Albany, NY","BWI","Baltimore, MD",
"ALB","Albany, NY","MDW","Chicago, IL",
"ALB","Albany, NY","BWI","Baltimore, MD",
"ALB","Albany, NY","MDW","Chicago, IL",
"ALB","Albany, NY","ORD","Chicago, IL",
"ALB","Albany, NY","ORD","Chicago, IL",
"ALB","Albany, NY","CLT","Charlotte, NC",
"ALB","Albany, NY","PHL","Philadelphia, PA",
"ALB","Albany, NY","PHL","Philadelphia, PA",
"ALB","Albany, NY","DCA","Washington, DC",
"ALB","Albany, NY","HPN","White Plains, NY",
"ALB","Albany, NY","CLT","Charlotte, NC",
"ALB","Albany, NY","PHL","Philadelphia, PA",
"ALB","Albany, NY","DCA","Washington, DC",
"ALB","Albany, NY","DEN","Denver, CO",
"ALB","Albany, NY","DEN","Denver, CO",
"ALB","Albany, NY","EWR","Newark, NJ",
"ALB","Albany, NY","MEM","Memphis, TN",
"ALB","Albany, NY","PGD","Punta Gorda, FL",
"ALB","Albany, NY","PGD","Punta Gorda, FL",
"ALB","Albany, NY","MYR","Myrtle Beach, SC",
"ALB","Albany, NY","PIE","St. Petersburg, FL",
"ALB","Albany, NY","PHL","Philadelphia, PA",
"ALB","Albany, NY","DCA","Washington, DC",
"ALB","Albany, NY","ORD","Chicago, IL",
"ALB","Albany, NY","ORD","Chicago, IL",
"ALB","Albany, NY","CEF","Chicopee Falls, MA",
"ALB","Albany, NY","BOS","Boston, MA",
"ALO","Waterloo, IA","ORD","Chicago, IL",
"ALS","Alamosa, CO","DEN","Denver, CO",
"ALW","Walla Walla, WA","SEA","Seattle, WA",
"ALZ","Lazy Bay, AK","A43","Kodiak Island, AK",
"ALZ","Lazy Bay, AK","A43","Kodiak Island, AK",
"AMA","Amarillo, TX","DFW","Dallas/Fort Worth, TX",
"AMA","Amarillo, TX","DCU","Decatur, AL",
"AMA","Amarillo, TX","DAL","Dallas, TX",
"AMA","Amarillo, TX","LAS","Las Vegas, NV",
"AMA","Amarillo, TX","MQY","Smyrna, TN",
"AMA","Amarillo, TX","DFW","Dallas/Fort Worth, TX",
"AMA","Amarillo, TX","DEN","Denver, CO",
"AMA","Amarillo, TX","IAH","Houston, TX",
"AMA","Amarillo, TX","LAS","Las Vegas, NV",
"AMA","Amarillo, TX","DFW","Dallas/Fort Worth, TX",
"AMA","Amarillo, TX","DFW","Dallas/Fort Worth, TX",
"ANB","Anniston, AL","QMA","Kennesaw, GA",
"ANB","Anniston, AL","MIA","Miami, FL",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","MSP","Minneapolis, MN",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","MCG","McGrath, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","LKK","Kulik Lake, AK",
"ANC","Anchorage, AK","SKK","Shaktoolik, AK",
"ANC","Anchorage, AK","DUT","Unalaska, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","JNU","Juneau, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","SIT","Sitka, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","SDP","Sandpoint, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","DUT","Unalaska, AK",
"ANC","Anchorage, AK","ILI","Iliamna, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","KNW","New Stuyahok, AK",
"ANC","Anchorage, AK","KTN","Ketchikan, AK",
"ANC","Anchorage, AK","PSG","Petersburg, AK",
"ANC","Anchorage, AK","SNP","St. Paul, AK",
"ANC","Anchorage, AK","TEK","Tatitlek, AK",
"ANC","Anchorage, AK","CDV","Cordova, AK",
"ANC","Anchorage, AK","WRG","Wrangell, AK",
"ANC","Anchorage, AK","YAK","Yakutat, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","SDP","Sandpoint, AK",
"ANC","Anchorage, AK","DUT","Unalaska, AK",
"ANC","Anchorage, AK","ANV","Anvik, AK",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","SNP","St. Paul, AK",
"ANC","Anchorage, AK","SDF","Louisville, KY",
"ANC","Anchorage, AK","ONT","Ontario, CA",
"ANC","Anchorage, AK","SDF","Louisville, KY",
"ANC","Anchorage, AK","ONT","Ontario, CA",
"ANC","Anchorage, AK","SDF","Louisville, KY",
"ANC","Anchorage, AK","SDF","Louisville, KY",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","BRW","Barrow, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","ADK","Adak Island, AK",
"ANC","Anchorage, AK","CDV","Cordova, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","BRW","Barrow, AK",
"ANC","Anchorage, AK","JNU","Juneau, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","CDV","Cordova, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","PDX","Portland, OR",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","PDX","Portland, OR",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","BRW","Barrow, AK",
"ANC","Anchorage, AK","JNU","Juneau, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","SIT","Sitka, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","ADK","Adak Island, AK",
"ANC","Anchorage, AK","CDV","Cordova, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","JNU","Juneau, AK",
"ANC","Anchorage, AK","SIT","Sitka, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","JNU","Juneau, AK",
"ANC","Anchorage, AK","SIT","Sitka, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","RDB","Red Dog, AK",
"ANC","Anchorage, AK","DEN","Denver, CO",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","DFW","Dallas/Fort Worth, TX",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","CYT","Cape Yakataga, AK",
"ANC","Anchorage, AK","EGA","Chenega, AK",
"ANC","Anchorage, AK","BVU","Beluga, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","PHO","Point Hope, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","CYT","Cape Yakataga, AK",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","MIA","Miami, FL",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","DFW","Dallas/Fort Worth, TX",
"ANC","Anchorage, AK","BNA","Nashville, TN",
"ANC","Anchorage, AK","ATL","Atlanta, GA",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","LCK","Columbus, OH",
"ANC","Anchorage, AK","HSV","Huntsville, AL",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","CHS","Charleston, SC",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","GAL","Galena, AK",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","EMK","Emmonak, AK",
"ANC","Anchorage, AK","ILI","Iliamna, AK",
"ANC","Anchorage, AK","TOG","Togiak, AK",
"ANC","Anchorage, AK","MCG","McGrath, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","SVW","Sparrevohn, AK",
"ANC","Anchorage, AK","EDF","Anchorage, AK",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","ATL","Atlanta, GA",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","MIA","Miami, FL",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","PHX","Phoenix, AZ",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","ENA","Kenai, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","DUT","Unalaska, AK",
"ANC","Anchorage, AK","ENA","Kenai, AK",
"ANC","Anchorage, AK","BVU","Beluga, AK",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","DFW","Dallas/Fort Worth, TX",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","LCK","Columbus, OH",
"ANC","Anchorage, AK","SDF","Louisville, KY",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","KSM","St. Mary's, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","KGX","Grayling, AK",
"ANC","Anchorage, AK","UTO","Utopia, AK",
"ANC","Anchorage, AK","HUS","Hughes, AK",
"ANC","Anchorage, AK","NIB","Nikolai, AK",
"ANC","Anchorage, AK","WTK","Noatak, AK",
"ANC","Anchorage, AK","TLJ","Tatalina, AK",
"ANC","Anchorage, AK","ILI","Iliamna, AK",
"ANC","Anchorage, AK","MCG","McGrath, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","RDB","Red Dog, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","ENA","Kenai, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","WBB","Stebbins, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","GLV","Golovin, AK",
"ANC","Anchorage, AK","KKA","Koyuk, AK",
"ANC","Anchorage, AK","ILI","Iliamna, AK",
"ANC","Anchorage, AK","KNK","Kokhanok, AK",
"ANC","Anchorage, AK","NNL","Nondalton, AK",
"ANC","Anchorage, AK","ILI","Iliamna, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","SCM","Scammon Bay, AK",
"ANC","Anchorage, AK","ILI","Iliamna, AK",
"ANC","Anchorage, AK","SDP","Sandpoint, AK",
"ANC","Anchorage, AK","PML","Port Moller, AK",
"ANC","Anchorage, AK","RMP","Rampart, AK",
"ANC","Anchorage, AK","TOG","Togiak, AK",
"ANC","Anchorage, AK","ENA","Kenai, AK",
"ANC","Anchorage, AK","HUS","Hughes, AK",
"ANC","Anchorage, AK","MLL","Marshall, AK",
"ANC","Anchorage, AK","CYF","Chefornak, AK",
"ANC","Anchorage, AK","NUI","Nuiqsut, AK",
"ANC","Anchorage, AK","HUS","Hughes, AK",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","DFW","Dallas/Fort Worth, TX",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","ONT","Ontario, CA",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","SDF","Louisville, KY",
"ANC","Anchorage, AK","MIA","Miami, FL",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","MCG","McGrath, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","BRW","Barrow, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","MCG","McGrath, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","BRW","Barrow, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","RDB","Red Dog, AK",
"ANC","Anchorage, AK","MCG","McGrath, AK",
"ANC","Anchorage, AK","RDB","Red Dog, AK",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","DFW","Dallas/Fort Worth, TX",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","ENA","Kenai, AK",
"ANC","Anchorage, AK","HOM","Homer, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","ENA","Kenai, AK",
"ANC","Anchorage, AK","HOM","Homer, AK",
"ANC","Anchorage, AK","EWR","Newark, NJ",
"ANC","Anchorage, AK","OAK","Oakland, CA",
"ANC","Anchorage, AK","MEM","Memphis, TN",
"ANC","Anchorage, AK","IND","Indianapolis, IN",
"ANC","Anchorage, AK","GUM","Guam, TT",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","OAK","Oakland, CA",
"ANC","Anchorage, AK","MEM","Memphis, TN",
"ANC","Anchorage, AK","IND","Indianapolis, IN",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","ATL","Atlanta, GA",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANI","Aniak, AK","BET","Bethel, AK",
"ANI","Aniak, AK","HCR","Holy Cross, AK",
"ANI","Aniak, AK","KGX","Grayling, AK",
"ANI","Aniak, AK","SRV","Stony River, AK",
"ANI","Aniak, AK","CKD","Crooked Creek, AK",
"ANI","Aniak, AK","KLG","Kalskag, AK",
"ANI","Aniak, AK","RSH","Russian Mission, AK",
"ANI","Aniak, AK","ANC","Anchorage, AK",
"ANI","Aniak, AK","RDV","Red Devil, AK",
"ANI","Aniak, AK","BET","Bethel, AK",
"ANI","Aniak, AK","FAI","Fairbanks, AK",
"ANI","Aniak, AK","ANC","Anchorage, AK",
"ANI","Aniak, AK","ANC","Anchorage, AK",
"ANI","Aniak, AK","BET","Bethel, AK",
"ANI","Aniak, AK","SRV","Stony River, AK",
"ANI","Aniak, AK","BET","Bethel, AK",
"ANI","Aniak, AK","BET","Bethel, AK",
"ANI","Aniak, AK","ANC","Anchorage, AK",
"ANI","Aniak, AK","BET","Bethel, AK",
"ANI","Aniak, AK","BET","Bethel, AK",
"ANI","Aniak, AK","OME","Nome, AK",
"ANI","Aniak, AK","ANC","Anchorage, AK",
"ANI","Aniak, AK","MCG","McGrath, AK",
"ANI","Aniak, AK","ANC","Anchorage, AK",
"ANI","Aniak, AK","ANC","Anchorage, AK",
"ANI","Aniak, AK","HCR","Holy Cross, AK",
"ANI","Aniak, AK","CHU","Chuathbaluk, AK",
"ANI","Aniak, AK","KGX","Grayling, AK",
"ANI","Aniak, AK","SRV","Stony River, AK",
"ANI","Aniak, AK","CKD","Crooked Creek, AK",
"ANI","Aniak, AK","RDV","Red Devil, AK",
"ANI","Aniak, AK","SLQ","Sleetmute, AK",
"ANI","Aniak, AK","BET","Bethel, AK",
"ANI","Aniak, AK","KLG","Kalskag, AK",
"ANI","Aniak, AK","SHX","Shageluk, AK",
"ANI","Aniak, AK","RSH","Russian Mission, AK",
"ANI","Aniak, AK","ANI","Aniak, AK",
"ANI","Aniak, AK","ANV","Anvik, AK",
"ANI","Aniak, AK","HCR","Holy Cross, AK",
"ANI","Aniak, AK","KGX","Grayling, AK",
"ANI","Aniak, AK","SLQ","Sleetmute, AK",
"ANI","Aniak, AK","BET","Bethel, AK",
"ANI","Aniak, AK","ANC","Anchorage, AK",
"ANI","Aniak, AK","KLG","Kalskag, AK",
"ANI","Aniak, AK","SHX","Shageluk, AK",
"ANI","Aniak, AK","RSH","Russian Mission, AK",
"ANI","Aniak, AK","ANV","Anvik, AK",
"ANI","Aniak, AK","KGX","Grayling, AK",
"ANI","Aniak, AK","CKD","Crooked Creek, AK",
"ANI","Aniak, AK","RDV","Red Devil, AK",
"ANI","Aniak, AK","SLQ","Sleetmute, AK",
"ANI","Aniak, AK","KLG","Kalskag, AK",
"ANI","Aniak, AK","RSH","Russian Mission, AK",
"ANI","Aniak, AK","ANI","Aniak, AK",
"ANV","Anvik, AK","ANC","Anchorage, AK",
"ANV","Anvik, AK","ANI","Aniak, AK",
"ANV","Anvik, AK","KAL","Kaltag, AK",
"ANV","Anvik, AK","FAI","Fairbanks, AK",
"ANV","Anvik, AK","BET","Bethel, AK",
"ANV","Anvik, AK","ANI","Aniak, AK",
"ANV","Anvik, AK","BET","Bethel, AK",
"ANV","Anvik, AK","BET","Bethel, AK",
"ANV","Anvik, AK","KGX","Grayling, AK",
"ANV","Anvik, AK","ANI","Aniak, AK",
"ANV","Anvik, AK","FAI","Fairbanks, AK",
"ANV","Anvik, AK","ANI","Aniak, AK",
"ANV","Anvik, AK","HCR","Holy Cross, AK",
"ANV","Anvik, AK","SHX","Shageluk, AK",
"AOO","Altoona, PA","PIT","Pittsburgh, PA",
"AOO","Altoona, PA","BWI","Baltimore, MD",
"AOS","Amook Bay, AK","A43","Kodiak Island, AK",
"AOS","Amook Bay, AK","KZB","Zachar Bay, AK",
"AOS","Amook Bay, AK","A43","Kodiak Island, AK",
"APA","Denver, CO","LAS","Las Vegas, NV",
"APA","Denver, CO","LGU","Logan, UT",
"APA","Denver, CO","COS","Colorado Springs, CO",
"APA","Denver, CO","CLD","Carlsbad, CA",
"APC","Napa, CA","BZN","Bozeman, MT",
"APF","Naples, FL","TEB","Teterboro, NJ",
"APN","Alpena, MI","FNT","Flint, MI",
"APN","Alpena, MI","PLN","Pellston, MI",
"APN","Alpena, MI","DTW","Detroit, MI",
"ARA","New Iberia, LA","AFW","Dallas/Fort Worth, TX",
"ARC","Arctic Village, AK","VEE","Venetie, AK",
"ARC","Arctic Village, AK","FAI","Fairbanks, AK",
"ARC","Arctic Village, AK","FAI","Fairbanks, AK",
"ARC","Arctic Village, AK","FAI","Fairbanks, AK",
